Verb,Instance,LastRunDate,Duration,Request,ResultCode,SessionId,StatusDescription,Success,UserName,Content
DELETE,Production,03/20/2026 00:38:27,245,api/employee/{id},400,,Bad Request,False,testuser
GET,Production,03/20/2026 00:38:27,240,api/department,200,,OK,True,testuser
GET,Production,03/20/2026 00:38:27,244,status,200,,OK,True,testuser
GET,Production,03/20/2026 00:38:27,262,api/department/{id},400,,Bad Request,False,testuser
GET,Production,03/20/2026 00:38:27,261,api/employee/{id},400,,Bad Request,False,testuser
GET,Production,03/20/2026 00:38:27,238,status/explorer,200,,OK,True,testuser
GET,Production,03/20/2026 00:38:27,291,sitemap.xml,200,,OK,True,testuser
PUT,Production,03/20/2026 00:38:27,292,api/employee/{id},400,,Bad Request,False,testuser
POST,Production,03/20/2026 00:38:27,298,api/employee,400,,Bad Request,False,testuser
GET,Production,03/20/2026 00:38:27,299,api/employee,200,,OK,True,testuser
DELETE,Production,03/20/2026 00:38:27,41,api/employee/{id},400,,Bad Request,False,testuser
GET,Production,03/20/2026 00:38:27,82,api/employee/{id},400,,Bad Request,False,testuser
GET,Production,03/20/2026 00:38:27,85,api/department/{id},400,,Bad Request,False,testuser
PUT,Production,03/20/2026 00:38:27,69,api/employee/{id},400,,Bad Request,False,testuser
POST,Production,03/20/2026 00:38:27,98,api/employee,400,,Bad Request,False,testuser
GET,Production,03/20/2026 00:38:27,93,status/explorer,200,,OK,True,testuser
GET,Production,03/20/2026 00:38:27,69,status,200,,OK,True,testuser
GET,Production,03/20/2026 00:38:27,65,api/department,200,,OK,True,testuser
GET,Production,03/20/2026 00:38:27,154,api/department,200,,OK,True,testuser
GET,Production,03/20/2026 00:38:27,124,sitemap.xml,200,,OK,True,testuser
GET,Production,03/20/2026 00:38:27,124,api/employee,200,,OK,True,testuser
GET,Production,03/20/2026 00:38:27,107,api/employee/{id},400,,Bad Request,False,testuser
GET,Production,03/20/2026 00:38:27,42,status/explorer,200,,OK,True,testuser
POST,Production,03/20/2026 00:38:27,49,api/employee,400,,Bad Request,False,testuser
DELETE,Production,03/20/2026 00:38:27,64,api/employee/{id},400,,Bad Request,False,testuser
GET,Production,03/20/2026 00:38:27,62,sitemap.xml,200,,OK,True,testuser
GET,Production,03/20/2026 00:38:27,71,api/employee,200,,OK,True,testuser
